File,Type,Name,JavadocPresent
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Class,ControlPanelExtension,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,addDocumentToCreate,true
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,trapException,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setResults,true
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setResults,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,getUnescapedResults,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,getBizletTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setBizletTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,getCommandTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setCommandTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,getContentTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setContentTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,getDirtyTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setDirtyTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,getFacesTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setFacesTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,getHttpTrace,false
"/Users/benpetito/workspace/pps-returns/src/main/java/modules/admin/ControlPanel/ControlPanelExtension.java",Method,setHttpTrace,false
